,volume_bcm,tp_0,tp_1,tp_2,tp_3,tp_4,tp_5,tp_6,tp_7,tp_8,tp_9,tp_10,tp_11,tp_12,tp_13,tp_14,t2m_0,t2m_1,t2m_2,t2m_3,t2m_4,t2m_5,t2m_6,t2m_7,t2m_8,t2m_9,t2m_10,t2m_11,t2m_12,t2m_13,t2m_14,yrmnth,set
2010-01-01,-0.9060290766533776,-0.23232904935658139,-0.3693327720688728,-0.507755146533424,-0.5792332430449841,-0.6240420525153163,-0.6550556516731119,-0.678786908373924,-0.6966323112601354,-0.7133487299311344,-0.7217537452784225,-0.7293335338558293,-0.7432493603781918,-0.7506237692923511,-0.7555481517644497,-0.7638598317350279,-0.055350892883723586,-0.2542906517393037,-1.0787193541518094,-1.2440024921986603,-0.9754924884098968,-0.9392753135159302,-1.0247430747527309,-0.900569231489893,-0.19603758123238652,-0.16465412467408963,0.1447822688218242,0.6372408064501086,0.18924883499038034,0.05212840239468119,0.39173586122849674,2010-01,
2010-01-02,-0.8921613743842811,-0.680099062465571,-0.6845348316396133,-0.7056091284276897,-0.7258524031358572,-0.7393040001686636,-0.7520925089902064,-0.7614469656758767,-0.7410396026065031,-0.6313854123395788,-0.50305747884027,-0.5395006161490421,-0.5630219079125565,-0.5730688514704108,-0.5964508500950922,-0.6195146885782254,0.0919127407728538,-0.94008888768657,-1.0166767030139965,-0.6630992847829128,-0.628883852542725,-0.8668264732135114,-0.10285980961688967,-0.8754541894082382,-0.5688263654627634,-0.8540143802612737,-0.8558624295860339,-0.34224940549478916,0.08297787493878797,0.06597523608275568,0.17558402094117398,2010-01,
2010-01-03,-0.8782936721151845,-0.6803245209998047,-0.684638996271471,-0.7052282409894861,-0.7242055534068785,-0.7384196507665539,-0.7518744813820722,-0.7585901999585073,-0.7445074214289729,-0.7427070755495355,-0.6921161561119831,-0.6060868480477049,-0.5661988162984604,-0.5776683802487347,-0.6009571374142373,-0.6237068043052214,-0.32317369004601526,-0.8231261371869447,-0.6156205320472984,-0.8017426321442608,-0.8417987046237211,0.052456039739063286,0.4057307589146241,0.6447912586469254,0.16418925788710576,-0.6527798645656498,-0.9803215676004545,-0.6569005342117739,0.27103376734777174,0.47695263173784125,0.40041935490961167,2010-01,
2010-01-04,-0.8782936721151845,-0.6803245209998047,-0.6829429192266236,-0.6971872021750181,-0.7179757502244818,-0.7330683438188788,-0.7474228566969995,-0.757779349691819,-0.7648533332868237,-0.7225100855739913,-0.6565894100368233,-0.6504707435192645,-0.6737887687157531,-0.6912905725405367,-0.7073487748089409,-0.7229044951493708,-0.33762938128866066,-0.155061956696304,-0.4078417313604589,-1.1389219674889532,-1.1514890895212384,-0.07770946350452246,-0.04206421991685386,0.39440401008917575,-0.3511051166924109,-0.19863346376649682,-0.12745854552456243,0.48627637226590775,0.4803045810885326,-0.2785603245770512,-0.17820996957328936,2010-01,
2010-01-05,-0.8782936721151845,-0.6803245209998047,-0.683973539111773,-0.6878046283351584,-0.711670991049172,-0.728508134102595,-0.6636895085346202,-0.6158083615332538,-0.6271407644938382,-0.6132992331758031,-0.589188193035604,-0.5804154430683187,-0.590076630182699,-0.6116288462633848,-0.6333822717846312,-0.653829401326821,0.33465510054416087,-0.19160930021282355,-0.35869474327718215,-0.12418714451879474,0.10434053760409212,-0.20517540760673203,0.3879056413181183,0.4222442446977671,-0.302020070425242,-0.3163502713077766,-0.6230067981468349,0.4345838974414059,0.5370246061187668,0.19164477258824852,0.5436411610975137,2010-01,
2010-01-06,-0.864425969846088,-0.6803245209998047,-0.6809426767629569,-0.7009000081130391,-0.7129184027989148,-0.7099698552232883,-0.7171722819405918,-0.7105590125646525,-0.7077877854362629,-0.7072417417952208,-0.7062687113720043,-0.6762518465567281,-0.681998190426012,-0.6988495336838415,-0.7143503394076035,-0.7289572346880635,0.13649956971661065,-0.7124788955421409,-0.2790906992994486,-0.5222516504303312,0.19815291267027568,0.35655921326132295,0.741968408015698,0.5478713213098716,0.4146937246565851,0.1703382361642988,0.5472705347551585,0.7316818449824155,0.13049691323068782,-0.28978925487331286,-0.3273116627426297,2010-01,
2010-01-07,-0.864425969846088,-0.6800582075637187,-0.6599572570654647,-0.6894866357992958,-0.6983896509672524,-0.6977729852727504,-0.6869451310360387,-0.7024146796698439,-0.7159976526095518,-0.7283043340389944,-0.7430523083946389,-0.7489395129920219,-0.7613650634306554,-0.764336496735054,-0.7667153869386343,-0.7725391055676035,0.1505191395951016,0.28108714498570836,0.35401086972149676,0.32332816825998933,0.759458784904735,0.5562208675023167,0.9177488929030797,0.9746581017826513,1.115729741257513,0.9357765808897545,0.5510927818843532,0.267676097633085,-0.08114323450693378,-0.31834053629194553,-0.061428799860902564,2010-01,
2010-01-08,-0.864425969846088,-0.6803054175488125,-0.6837371745464119,-0.6933579362589095,-0.6736236779652329,-0.6685722941576276,-0.6823617790610156,-0.6974778863741944,-0.7113055916705314,-0.72637015199381,-0.7413467462310623,-0.7285695215443803,-0.7302075758987697,-0.7391824536471205,-0.7514404646924602,-0.7641987928657575,0.3533432454351295,0.04451315701160039,0.046701501861311036,-0.09845044183986507,-0.07197033779717553,0.3394059199211035,0.8941114301334491,0.5385206063959576,-0.34355911874978845,0.09534869308698961,0.5910140297691961,0.6477326172072237,-0.05344573378639595,-0.5546292087677714,-0.6336459436167157,2010-01,
2010-01-09,-0.8505582675769915,-0.6758442891878256,-0.6541257972031069,-0.50218306661603,-0.5067761646798806,-0.5500144637411135,-0.5800989620806913,-0.6043904826975979,-0.6311082122663951,-0.6549492426088187,-0.6769469597562007,-0.6632586009358675,-0.6748393135696972,-0.6926076792956695,-0.7085951455642787,-0.7242599176669222,0.36839981490497287,0.15133645129856668,-0.8707409580698764,-0.7970007121829231,0.24089721056235364,0.2704487872803458,0.9950335310694032,0.5063369573523455,0.20599764846421492,-0.16100903366729918,-0.22896192658030431,-0.4796439201084218,-0.04422002105294482,-0.7486127954528983,-0.9580332471283665,2010-01,
2010-01-10,-0.8505582675769915,-0.34186151532720516,-0.41853841994745256,-0.4784317828829175,-0.5066153966210697,-0.521558918881563,-0.5455504201919614,-0.5841395621092544,-0.6140840524712774,-0.6398110897588765,-0.6632392424184893,-0.6849519424516043,-0.7047396077885403,-0.7174521079037383,-0.7309139167580714,-0.7431279802730758,-0.011247258677987393,-0.43479044149285606,-0.7454280690971602,-0.4383400892423229,-0.43876885262060805,0.3491127184605207,0.6679765433310508,0.32861558112030714,0.23042978547329962,0.12594225835126138,0.10304047900293993,0.1774645104118802,0.3821117557359623,0.4740556403980691,0.4787535476096037,2010-01,
