,volume_bcm,tp_0,tp_1,tp_2,tp_3,tp_4,tp_5,tp_6,tp_7,tp_8,tp_9,tp_10,tp_11,tp_12,tp_13,tp_14,t2m_0,t2m_1,t2m_2,t2m_3,t2m_4,t2m_5,t2m_6,t2m_7,t2m_8,t2m_9,t2m_10,t2m_11,t2m_12,t2m_13,t2m_14,yrmnth,set
2010-01-01,1.3097792490027726,-0.33257773256533224,-0.4237537570714562,-0.5340885948393203,-0.5913459509264658,-0.6257073802573302,-0.652377127497367,-0.6723933037569501,-0.684599507471848,-0.6968616531447388,-0.6991903022862548,-0.7097388002514861,-0.7190236048447453,-0.7193056026463167,-0.7180004155534606,-0.72345003469992,0.3212316032771166,-0.006197359285252139,-0.8159189291853444,-0.928950032479938,-0.6566198895059419,-0.6117913404284389,-0.8789911994448513,-0.8733790258234413,-0.09599378218535068,-0.3444980996557272,-0.21605197256930017,0.28132273085329407,-0.046899581275118736,0.03536451601900933,0.29999567970211205,2010-01,
2010-01-02,1.3097792490027726,-0.6114199150450674,-0.6441883551479815,-0.6743986036786944,-0.6957386177092161,-0.7084262357109232,-0.7211339584413501,-0.7307332960440612,-0.7145431278116043,-0.5847175093959727,-0.4008695117573771,-0.40348746226833554,-0.41877352915328636,-0.43694529575355184,-0.46381443278430357,-0.49053683101110096,0.02958440792972062,-0.7664741350409326,-0.9198492233733385,-0.5282946576030307,-0.36639143907274657,-0.6229181460988719,0.008688307581663444,-1.0855587220233738,-0.5928961610473811,-0.8691123458108481,-0.9379083255192787,-0.6202830061470033,-0.14969006581913627,0.004388955239027534,0.027479509447456443,2010-01,
2010-01-03,1.3097792490027726,-0.6116909814069379,-0.6441883551479815,-0.6734750270709489,-0.6929364636262354,-0.7062035882181972,-0.7193420198931112,-0.7222490623259261,-0.705173494437259,-0.7015596865727021,-0.6604379359978276,-0.5392406107104911,-0.45780670780825256,-0.44760154084509257,-0.4712998515677109,-0.49744042551557943,-0.3608030347594912,-0.6884154481864156,-0.5448124960311563,-0.6611917613481816,-0.6285867987028514,0.2127984226699218,0.3560441364287145,0.5110324520295236,0.45680601608815463,-0.2655871521428401,-0.8661459711029841,-0.6589532322117374,0.11945725510391614,0.40637243197485107,0.32241476132656127,2010-01,
2010-01-04,1.3097792490027726,-0.6116909814069379,-0.6404865536968873,-0.6621844788384069,-0.6866592941580962,-0.7012356904773125,-0.7152683866370623,-0.7258742121113747,-0.729631595022025,-0.7129523539018378,-0.6243970211324751,-0.5926939811422121,-0.6083469862650003,-0.6228909867328737,-0.6368256172427762,-0.6508651825951539,-0.4292885948785689,-0.3313303233806663,-0.17411727223812873,-1.0253747719340136,-0.9716490415485619,0.03014060829856158,0.21263301120431394,0.5904601103560162,0.3347047928289223,-0.17729647390473002,-0.025483483189781338,0.3147181081774257,0.550520367539602,0.06492881582935785,-0.17497562492579902,2010-01,
2010-01-05,1.3097792490027726,-0.6116909814069379,-0.6426780287465893,-0.6391301390507801,-0.6693133889059851,-0.6867495009903478,-0.6446617627187504,-0.619700641983401,-0.6119251657294232,-0.5749361625665682,-0.5085749924302352,-0.4542864083766442,-0.4478511644916076,-0.4755227576267536,-0.49998827717230204,-0.524121794989979,0.07921224136113945,-0.15838332129898733,-0.01404215633229811,0.11900195643507018,0.3368763799547033,-0.09864657978795056,0.4552314388294022,0.6152689092885166,-0.029674942879593574,-0.37257025474096156,-0.7203595204950615,0.06670191434438638,0.22105249124377657,-0.0031723697808462084,0.23680071071848413,2010-01,
2010-01-06,1.3097792490027726,-0.6116909814069379,-0.6441883551479815,-0.6719779578454865,-0.6730165503933302,-0.6486974681330193,-0.6622823738586141,-0.6367533284855269,-0.62358983907523,-0.6123154438773473,-0.6080478878715997,-0.6482682534828316,-0.669950406247456,-0.6791213677782071,-0.6879107837800286,-0.6976664277831537,0.2983823681264561,-0.43519506979814127,0.11289400522846624,-0.6270044784421485,0.009846150157402134,0.4868262864856658,0.7660920481977381,0.7297347004379439,0.46372039148558475,0.4085360114558999,0.5377593221871497,0.5801546086268382,0.0771383298608952,-0.24677347637360095,-0.24340068820430474,2010-01,
2010-01-07,1.3097792490027726,-0.6112133126783134,-0.6338665384720474,-0.6674410864563303,-0.6766178335436471,-0.6565928179610969,-0.5947972165785337,-0.6161652949721116,-0.6354114148276941,-0.6517885250726256,-0.6692328175296907,-0.6854385926645219,-0.6988629078219624,-0.7051814583232245,-0.710811816681355,-0.7189107097764463,-0.052525430816183154,0.4730924559694474,0.6314768595914689,0.4736476487430458,0.6529868298573281,0.5849463523310194,0.9624349905033501,1.2400225403623495,1.3597394864571768,1.1611057407580219,0.4884069300725992,0.4106273612089767,0.04816927302596185,-0.2735538388223179,0.2057573747977994,2010-01,
2010-01-08,1.3097792490027726,-0.6114930581329109,-0.6429590446808463,-0.6502732418783387,-0.6327176586862733,-0.6118673977486718,-0.6179802048301217,-0.6317749834189119,-0.6477551650196378,-0.6642382533148763,-0.6805136060620451,-0.6860022927856103,-0.6948176653831645,-0.7020935108030638,-0.7093526769745847,-0.7180649261302513,0.10853843602493829,0.26934824413903524,-0.09827943158689145,0.16843051614357876,-0.17624327302060613,0.3950058225336163,0.8177461371414454,0.647990364318928,0.07034061086670451,0.16939398470871578,0.8165174792631009,0.32363970975633677,-0.2151280609487524,-0.4840975094326597,-0.5148287478136088,2010-01,
2010-01-09,1.3097792490027726,-0.6058646910267634,-0.5948534196257546,-0.34189965911449577,-0.31193888413055076,-0.38728621053671364,-0.4368602063459399,-0.4724139803880023,-0.5104816930763095,-0.5428475073175767,-0.5713305708886701,-0.5922639243042698,-0.6125755490151722,-0.6275415003630976,-0.6411384070705195,-0.6549200077260516,0.5416008692167628,0.270874294830222,-0.38266581992593085,-0.6124887168287769,0.2223552687442572,0.42526281266832106,0.6474404259878067,0.46074329792188873,0.44216411447507603,0.31758203388211637,-0.22139966480894493,-0.49926389184798636,-0.4785376994198865,-1.0619721472121486,-1.238257996355765,2010-01,
2010-01-10,1.3097792490027726,-0.47793683522067265,-0.46387198766066384,-0.4327385469152577,-0.4581750566319083,-0.4934505557307572,-0.5099267780244573,-0.5464004111916477,-0.5754443812978266,-0.6003412282309651,-0.6230608545467841,-0.6454877938301049,-0.6623492939347635,-0.6728094523846012,-0.682670373095073,-0.6933643273778167,0.27081848969126704,-0.011281685555867184,-0.4548617639324579,-0.03410506816573398,0.02534280507721084,0.06959324015000896,0.3744365346281978,0.31432985821014875,0.1812981095248316,0.12720510264014814,-0.07451210228791537,0.0902740180737075,0.37316149075072974,0.5562921106137819,0.2880178114709841,2010-01,
