time,location,adjusted_level,adjusted_storage,ndwi_at,ndwi_up,ndwi_dn,ndwi_all,snow_at,snow_up,snow_dn,snow_all
2002-02-18,Hirakud,187.43,2.796,-0.11732861039801604,-0.11513172493113762,-0.099368217,-0.11233699329792922,0.0,0.0028466401263714304,0.0,0.0006061094565190925
2002-02-19,Hirakud,187.4,2.776,0.04033891066525066,0.04006122372323508,0.040603860439024385,0.040346520688371544,0.0,0.0,0.0,0.0
2002-02-20,Hirakud,187.36,2.752,-0.12185760522934204,-0.1324083621201936,-0.102644996,-0.11926482142371801,0.0,0.0,0.0,0.0
2002-02-21,Hirakud,187.32,2.731,-0.09961730667453264,-0.10474441668936958,-0.096206872,-0.09984995763721656,0.0,0.0,0.0,0.0
2002-02-22,Hirakud,187.27,2.712,-0.12124441395147312,-0.12831477964096655,-0.109285477,-0.11973763277927357,0.0,0.0,0.0,0.0
2002-02-23,Hirakud,187.26,2.708,-0.07962437812751826,-0.088166571748525,-0.076601535,-0.08068179844633887,0.0,0.002663725835579368,0.0,0.0005671631631838433
2002-02-24,Hirakud,187.24,2.688,-0.08408562761267849,-0.1052033239669384,-0.108201822,-0.09465640243128765,0.0,0.0,0.0,0.0
2002-02-25,Hirakud,187.21,2.675,-0.11400913773301405,-0.12098418497801017,-0.07730431,-0.10624907984313185,0.0,0.0,0.0,0.0
2002-02-26,Hirakud,187.17,2.652,-0.11956835034648032,-0.12268358166864221,-0.110156378,-0.11786096606775512,0.0,0.0,0.0,0.0
2002-02-27,Hirakud,187.15,2.636,-0.12441233292636693,-0.1370971896573766,-0.109012431,-0.1232342864160983,0.0,0.0,0.0,0.0
2002-02-28,Hirakud,187.11,2.619,-0.10171342673063975,-0.10152544783794691,-0.106561384,-0.10289450289950847,0.0,0.0,0.0,0.0
2002-03-01,Hirakud,187.07,2.6,-0.11215414384048789,-0.1229082649121653,-0.106965257,-0.11313694805519361,0.0013861263033172018,0.0011595085142550802,0.0,0.0009887378832709683
2002-03-02,Hirakud,187.04,2.582,-0.10166744597448937,-0.11949377689400492,-0.086632117,-0.10167595571486626,0.0,0.0,0.0,0.0
2002-03-03,Hirakud,187.01,2.568,-0.12123401419212523,-0.12528021878851625,-0.114940331,-0.12051028663665916,0.0,0.0,0.0,0.0
2002-03-04,Hirakud,186.98,2.557,-0.11626617752253335,-0.13420733968343454,-0.091310116,-0.11380030856375299,0.0,0.0,0.0,0.0
2002-03-05,Hirakud,186.93,2.526,-0.10970627975586932,-0.11690634537244379,-0.105457469,-0.11016913678570925,0.0,0.0,0.0,0.0
2002-03-06,Hirakud,186.89,2.506,-0.10639884210231022,-0.1230663181386796,-0.030342997,-0.090790793116669,0.0010117970307793505,0.0,0.0,0.0005415133152013988
2002-03-07,Hirakud,186.84,2.483,-0.06807364001498463,-0.06443121692259923,-0.07154898951219513,-0.06817346078346549,0.0,0.0,0.0,0.0
2002-03-08,Hirakud,186.81,2.467,-0.09764060747586889,-0.12435516912933683,-0.086688334,-0.10057004595728888,0.0,0.0,0.0,0.0
2002-03-09,Hirakud,186.77,2.449,-0.1098531615046359,-0.10600657122497809,-0.094363483,-0.10513260992388114,0.0,0.0,0.0,0.0
2002-03-10,Hirakud,186.74,2.434,-0.1213965715195834,-0.13037614820769877,-0.115346738,-0.12178468319514833,0.0,0.0,0.0,0.0
2002-03-11,Hirakud,186.72,2.42,-0.10689785464037649,-0.12244038088739023,-0.090369705,-0.10604408355889111,0.0,0.0,0.0,0.0
2002-03-12,Hirakud,186.68,2.4,-0.11392528942547944,-0.10889922421488835,-0.114242791,-0.11293510672779355,0.0,0.0,0.0,0.0
2002-03-13,Hirakud,186.64,2.378,-0.07743360929746483,-0.05786492251058381,-0.097969249,-0.07843953066126369,0.008351743859384156,0.008700837044475968,0.0,0.00632244045879425
2002-03-14,Hirakud,186.58,2.351,-0.08550228493791055,-0.06334067630937588,-0.092910977,-0.08264971041213157,0.05481288411380022,0.0,0.0,0.029335830892240462
2002-03-15,Hirakud,186.54,2.33,-0.08379125081152988,-0.025005608629760014,-0.098483068,-0.0749751200811826,0.0,0.0,0.0,0.0
2002-03-16,Hirakud,186.49,2.304,-0.09871369587298419,-0.11732693677349408,-0.103567891,-0.10389951771111938,0.0,0.0,0.0,0.0
2002-03-17,Hirakud,186.41,2.266,-0.12143655543723407,-0.1315977294402828,-0.118521995,-0.12286596485939869,0.0,0.0,0.0,0.0
2002-03-18,Hirakud,186.36,2.24,-0.10311787067557812,-0.12161509805665008,-0.091701018,-0.10418064818878692,0.0,0.0,0.0,0.0
2002-03-19,Hirakud,186.32,2.218,-0.11025713949261289,-0.11948513986154775,-0.113932791,-0.11314779562919053,0.0,0.0,0.0,0.0
2002-03-20,Hirakud,186.28,2.196,-0.11025713949261289,-0.11948513986154775,-0.113932791,-0.11314779562919053,0.0,0.0,0.0,0.0
2002-03-21,Hirakud,185.93,2.119,-0.11025713949261289,-0.11948513986154775,-0.113932791,-0.11314779562919053,0.0,0.0,0.0,0.0
2002-03-22,Hirakud,186.19,2.15,-0.11025713949261289,-0.11948513986154775,-0.113932791,-0.11314779562919053,0.0,0.0,0.0,0.0
2002-03-23,Hirakud,186.14,2.129,-0.11025713949261289,-0.11948513986154775,-0.113932791,-0.11314779562919053,0.0,0.0,0.0,0.0
2002-03-24,Hirakud,186.1,2.112,-0.11025713949261289,-0.11948513986154775,-0.113932791,-0.11314779562919053,0.0,0.0,0.0,0.0
2002-03-25,Hirakud,186.07,2.088,-0.11025713949261289,-0.11948513986154775,-0.113932791,-0.11314779562919053,0.0,0.0,0.0,0.0
2002-03-26,Hirakud,185.99,2.054,-0.11025713949261289,-0.11948513986154775,-0.113932791,-0.11314779562919053,0.0,0.0,0.0,0.0
2002-03-27,Hirakud,185.94,2.028,-0.11025713949261289,-0.11948513986154775,-0.113932791,-0.11314779562919053,0.0,0.0,0.0,0.0
2002-03-28,Hirakud,185.88,2.001,-0.06716405488023029,-0.06324396679919944,-0.07090433320481927,-0.06727148507019895,0.0,0.0,0.0,0.0
2002-03-29,Hirakud,185.86,1.99,-0.07239524577335987,-0.12530107430773024,0.029291405,-0.05804722966860082,0.0,0.0,2.747037406,0.6919222775624975
2002-03-30,Hirakud,185.82,1.971,-0.11167117687036518,-0.1205632354194816,-0.106991228,-0.11238569989174019,0.0,0.0,0.0,0.0
